visitorid,total_events,unique_items_viewed,total_transactions,num_views,num_addtocarts,num_transactions,active_days,active_hours,session_duration_minutes
12148,3,3,1,1,1,1,1,2,249.37583333333333
12165,1,1,0,1,0,0,1,1,0.0
12171,1,1,0,1,0,0,1,1,0.0
12241,2,2,0,2,0,0,1,1,2.7043666666666666
12260,1,1,0,1,0,0,1,1,0.0
12267,1,1,0,1,0,0,1,1,0.0
12322,1,1,0,1,0,0,1,1,0.0
12356,1,1,0,1,0,0,1,1,0.0
12381,1,1,0,1,0,0,1,1,0.0
12485,1,1,0,1,0,0,1,1,0.0
12547,1,1,0,1,0,0,1,1,0.0
12619,1,1,0,1,0,0,1,1,0.0
12635,1,1,0,1,0,0,1,1,0.0
12699,1,1,0,1,0,0,1,1,0.0
12744,1,1,0,1,0,0,1,1,0.0
12768,1,1,0,1,0,0,1,1,0.0
12773,1,1,0,1,0,0,1,1,0.0
12779,1,1,0,1,0,0,1,1,0.0
12800,1,1,0,1,0,0,1,1,0.0
12851,1,1,0,1,0,0,1,1,0.0
12859,1,1,0,1,0,0,1,1,0.0
12868,1,1,0,1,0,0,1,1,0.0
12950,1,1,0,1,0,0,1,1,0.0
12988,1,1,0,1,0,0,1,1,0.0
13306,2,2,0,2,0,0,1,1,1.20605
13349,1,1,0,1,0,0,1,1,0.0
13395,1,1,0,1,0,0,1,1,0.0
13404,1,1,0,1,0,0,1,1,0.0
13552,1,1,0,1,0,0,1,1,0.0
13640,1,1,0,1,0,0,1,1,0.0
13660,18,13,0,18,0,0,2,3,1174.9939166666666
13791,1,1,0,1,0,0,1,1,0.0
13996,2,2,0,2,0,0,1,1,4.59725
14027,1,1,0,1,0,0,1,1,0.0
14033,2,1,0,2,0,0,1,1,0.21721666666666667
14089,1,1,0,1,0,0,1,1,0.0
14239,1,1,0,1,0,0,1,1,0.0
14259,1,1,0,1,0,0,1,1,0.0
14579,1,1,0,1,0,0,1,1,0.0
14643,1,1,0,1,0,0,1,1,0.0
14656,1,1,0,1,0,0,1,1,0.0
14699,1,1,0,1,0,0,1,1,0.0
14729,1,1,0,1,0,0,1,1,0.0
14752,2,2,0,2,0,0,1,1,0.32663333333333333
14798,1,1,0,1,0,0,1,1,0.0
14857,1,1,0,1,0,0,1,1,0.0
15019,1,1,0,1,0,0,1,1,0.0
15171,2,1,0,2,0,0,1,1,1.79315
15236,1,1,0,1,0,0,1,1,0.0
15239,1,1,0,1,0,0,1,1,0.0
15252,1,1,0,1,0,0,1,1,0.0
15385,1,1,0,1,0,0,1,1,0.0
15394,1,1,0,1,0,0,1,1,0.0
15463,1,1,0,1,0,0,1,1,0.0
15511,5,2,0,5,0,0,2,2,1537.4645500000001
15551,1,1,0,1,0,0,1,1,0.0
15578,1,1,0,1,0,0,1,1,0.0
15613,5,3,0,4,1,0,1,1,0.48224999999999996
15658,3,3,0,3,0,0,1,1,1.8209833333333334
15795,3,2,0,3,0,0,1,1,6.370716666666667
15848,1,1,0,1,0,0,1,1,0.0
15866,1,1,0,1,0,0,1,1,0.0
15868,1,1,0,1,0,0,1,1,0.0
15928,1,1,0,1,0,0,1,1,0.0
15936,1,1,0,1,0,0,1,1,0.0
15967,1,1,0,1,0,0,1,1,0.0
15985,1,1,0,1,0,0,1,1,0.0
16131,1,1,0,1,0,0,1,1,0.0
16136,1,1,0,1,0,0,1,1,0.0
16159,1,1,0,1,0,0,1,1,0.0
16161,1,1,0,1,0,0,1,1,0.0
16223,1,1,0,1,0,0,1,1,0.0
16485,1,1,0,1,0,0,1,1,0.0
16494,1,1,0,1,0,0,1,1,0.0
16497,1,1,0,1,0,0,1,1,0.0
16516,2,2,0,2,0,0,1,1,2.2468166666666667
16602,3,2,0,3,0,0,1,1,0.25711666666666666
16862,3,3,0,3,0,0,1,2,19.487283333333334
16863,1,1,0,1,0,0,1,1,0.0
16889,2,2,0,2,0,0,1,2,117.81418333333333
16921,1,1,0,1,0,0,1,1,0.0
16989,1,1,0,1,0,0,1,1,0.0
17005,1,1,0,1,0,0,1,1,0.0
17007,1,1,0,1,0,0,1,1,0.0
17028,1,1,0,1,0,0,1,1,0.0
17096,1,1,0,1,0,0,1,1,0.0
17128,1,1,0,1,0,0,1,1,0.0
17151,1,1,0,1,0,0,1,1,0.0
17347,1,1,0,1,0,0,1,1,0.0
17380,1,1,0,1,0,0,1,1,0.0
17522,1,1,0,1,0,0,1,1,0.0
17531,1,1,0,1,0,0,1,1,0.0
17579,1,1,0,1,0,0,1,1,0.0
17657,1,1,0,1,0,0,1,1,0.0
17664,1,1,0,1,0,0,1,1,0.0
17768,1,1,0,1,0,0,1,1,0.0
17799,1,1,0,1,0,0,1,1,0.0
17851,1,1,0,1,0,0,1,1,0.0
17895,1,1,0,1,0,0,1,1,0.0
17948,1,1,0,1,0,0,1,1,0.0
18006,2,1,0,2,0,0,1,1,0.24991666666666665
18144,1,1,0,1,0,0,1,1,0.0
18228,1,1,0,1,0,0,1,1,0.0
18262,1,1,0,1,0,0,1,1,0.0
18470,1,1,0,1,0,0,1,1,0.0
18581,1,1,0,1,0,0,1,1,0.0
18588,1,1,0,1,0,0,1,1,0.0
18767,1,1,0,1,0,0,1,1,0.0
18910,1,1,0,1,0,0,1,1,0.0
18916,1,1,0,1,0,0,1,1,0.0
18990,1,1,0,1,0,0,1,1,0.0
18995,1,1,0,1,0,0,1,1,0.0
19077,1,1,0,1,0,0,1,1,0.0
19244,1,1,0,1,0,0,1,1,0.0
19251,1,1,0,1,0,0,1,1,0.0
19297,3,2,0,3,0,0,1,1,2.4320666666666666
19374,2,1,0,2,0,0,1,2,682.6938166666666
19386,1,1,0,1,0,0,1,1,0.0
19393,2,1,0,2,0,0,1,2,29.261183333333335
19411,1,1,0,1,0,0,1,1,0.0
19582,6,3,0,6,0,0,2,2,554.2623833333333
19851,1,1,0,1,0,0,1,1,0.0
20065,1,1,0,1,0,0,1,1,0.0
20215,1,1,0,1,0,0,1,1,0.0
20269,1,1,0,1,0,0,1,1,0.0
20314,3,1,0,3,0,0,1,1,4.216066666666666
20434,1,1,0,1,0,0,1,1,0.0
20457,1,1,0,1,0,0,1,1,0.0
20705,1,1,0,1,0,0,1,1,0.0
20729,1,1,0,1,0,0,1,1,0.0
20892,1,1,0,1,0,0,1,1,0.0
20903,1,1,0,1,0,0,1,1,0.0
21004,1,1,0,1,0,0,1,1,0.0
21084,1,1,0,1,0,0,1,1,0.0
21164,2,1,0,2,0,0,1,1,0.08725000000000001
21199,1,1,0,1,0,0,1,1,0.0
21225,1,1,0,1,0,0,1,1,0.0
21302,1,1,0,1,0,0,1,1,0.0
21390,1,1,0,1,0,0,1,1,0.0
21407,1,1,0,1,0,0,1,1,0.0
21417,1,1,0,1,0,0,1,1,0.0
21469,1,1,0,1,0,0,1,1,0.0
21530,1,1,0,1,0,0,1,1,0.0
21625,1,1,0,1,0,0,1,1,0.0
21858,1,1,0,1,0,0,1,1,0.0
21952,1,1,0,1,0,0,1,1,0.0
22003,1,1,0,1,0,0,1,1,0.0
22090,3,1,1,1,1,1,1,1,12.851483333333334
22148,2,2,0,2,0,0,1,1,0.7230333333333333
22234,1,1,0,1,0,0,1,1,0.0
22519,2,2,0,2,0,0,1,1,0.3484166666666667
22695,2,2,0,2,0,0,1,1,0.5914333333333333
22804,1,1,0,1,0,0,1,1,0.0
22853,1,1,0,1,0,0,1,1,0.0
22878,1,1,0,1,0,0,1,1,0.0
22893,1,1,0,1,0,0,1,1,0.0
22897,1,1,0,1,0,0,1,1,0.0
23005,1,1,0,1,0,0,1,1,0.0
23218,1,1,0,1,0,0,1,1,0.0
23249,1,1,0,1,0,0,1,1,0.0
23430,1,1,0,1,0,0,1,1,0.0
23685,1,1,0,1,0,0,1,1,0.0
23738,1,1,0,1,0,0,1,1,0.0
23806,4,3,0,4,0,0,1,1,0.8212833333333334
24005,1,1,0,1,0,0,1,1,0.0
24096,1,1,0,1,0,0,1,1,0.0
24116,2,2,0,2,0,0,1,2,170.66216666666665
24136,1,1,0,1,0,0,1,1,0.0
24192,1,1,0,1,0,0,1,1,0.0
24242,1,1,0,1,0,0,1,1,0.0
24392,1,1,0,1,0,0,1,1,0.0
24455,2,2,0,2,0,0,1,1,1.4465000000000001
24522,1,1,0,1,0,0,1,1,0.0
24559,3,2,0,3,0,0,1,1,0.4271333333333333
24564,1,1,0,1,0,0,1,1,0.0
24659,1,1,0,1,0,0,1,1,0.0
24685,1,1,0,1,0,0,1,1,0.0
24696,1,1,0,1,0,0,1,1,0.0
24701,1,1,0,1,0,0,1,1,0.0
24769,1,1,0,1,0,0,1,1,0.0
24821,1,1,0,1,0,0,1,1,0.0
24832,1,1,0,1,0,0,1,1,0.0
24854,1,1,0,1,0,0,1,1,0.0
24914,1,1,0,1,0,0,1,1,0.0
24919,1,1,0,1,0,0,1,1,0.0
24993,1,1,0,1,0,0,1,1,0.0
25024,1,1,0,1,0,0,1,1,0.0
25122,1,1,0,1,0,0,1,1,0.0
25300,1,1,0,1,0,0,1,1,0.0
25379,1,1,0,1,0,0,1,1,0.0
25496,1,1,0,1,0,0,1,1,0.0
25560,2,2,0,2,0,0,1,1,34.51736666666667
25632,1,1,0,1,0,0,1,1,0.0
25859,1,1,0,1,0,0,1,1,0.0
25995,1,1,0,1,0,0,1,1,0.0
26007,1,1,0,1,0,0,1,1,0.0
26043,1,1,0,1,0,0,1,1,0.0
26178,2,2,0,2,0,0,1,1,4.4901333333333335
26225,1,1,0,1,0,0,1,1,0.0
26252,1,1,0,1,0,0,1,1,0.0
26277,1,1,0,1,0,0,1,1,0.0
26462,1,1,0,1,0,0,1,1,0.0
26595,1,1,0,1,0,0,1,1,0.0
26633,5,1,0,5,0,0,1,4,234.48278333333334
26846,1,1,0,1,0,0,1,1,0.0
26857,1,1,0,1,0,0,1,1,0.0
26858,1,1,0,1,0,0,1,1,0.0
26989,1,1,0,1,0,0,1,1,0.0
26992,1,1,0,1,0,0,1,1,0.0
27023,1,1,0,1,0,0,1,1,0.0
27081,1,1,0,1,0,0,1,1,0.0
27237,2,1,0,2,0,0,1,1,0.3300166666666666
27243,1,1,0,1,0,0,1,1,0.0
27300,2,1,0,2,0,0,1,2,257.3448333333333
27325,1,1,0,1,0,0,1,1,0.0
27370,1,1,0,1,0,0,1,1,0.0
27407,1,1,0,1,0,0,1,1,0.0
27503,1,1,0,1,0,0,1,1,0.0
27567,1,1,0,1,0,0,1,1,0.0
27647,1,1,0,1,0,0,1,1,0.0
27855,2,1,0,2,0,0,1,1,0.3962833333333334
28108,1,1,0,1,0,0,1,1,0.0
28420,1,1,0,1,0,0,1,1,0.0
28679,1,1,0,1,0,0,1,1,0.0
28721,1,1,0,1,0,0,1,1,0.0
28834,1,1,0,1,0,0,1,1,0.0
28957,1,1,0,1,0,0,1,1,0.0
29007,2,2,0,2,0,0,1,1,29.51611666666667
29088,1,1,0,1,0,0,1,1,0.0
29150,1,1,0,1,0,0,1,1,0.0
29357,1,1,0,1,0,0,1,1,0.0
29495,1,1,0,1,0,0,1,1,0.0
29570,1,1,0,0,1,0,1,1,0.0
29625,1,1,0,1,0,0,1,1,0.0
29719,1,1,0,1,0,0,1,1,0.0
29949,2,1,0,2,0,0,1,1,1.7419
30018,1,1,0,1,0,0,1,1,0.0
30030,1,1,0,1,0,0,1,1,0.0
30065,1,1,0,1,0,0,1,1,0.0
30163,3,1,0,3,0,0,2,3,1959.3054333333334
30169,1,1,0,1,0,0,1,1,0.0
30274,1,1,0,1,0,0,1,1,0.0
30343,1,1,0,1,0,0,1,1,0.0
30557,1,1,0,1,0,0,1,1,0.0
30736,11,9,0,11,0,0,1,1,12.539066666666667
30802,1,1,0,1,0,0,1,1,0.0
30848,2,1,0,2,0,0,1,2,66.34886666666667
30888,1,1,0,1,0,0,1,1,0.0
30893,1,1,0,1,0,0,1,1,0.0
30900,1,1,0,1,0,0,1,1,0.0
30909,1,1,0,1,0,0,1,1,0.0
30924,1,1,0,1,0,0,1,1,0.0
31036,1,1,0,1,0,0,1,1,0.0
31237,2,2,0,2,0,0,1,1,0.19981666666666667
31251,1,1,0,1,0,0,1,1,0.0
31330,2,2,0,2,0,0,1,1,3.6506833333333333
31434,1,1,0,1,0,0,1,1,0.0
31577,1,1,0,1,0,0,1,1,0.0
31743,2,1,0,2,0,0,1,1,8.349733333333333
31949,1,1,0,1,0,0,1,1,0.0
31955,1,1,0,1,0,0,1,1,0.0
32306,1,1,0,1,0,0,1,1,0.0
32389,1,1,0,1,0,0,1,1,0.0
32500,1,1,0,1,0,0,1,1,0.0
32852,1,1,0,1,0,0,1,1,0.0
32899,1,1,0,1,0,0,1,1,0.0
32941,1,1,0,1,0,0,1,1,0.0
32944,1,1,0,1,0,0,1,1,0.0
33027,3,3,0,3,0,0,1,1,9.624083333333335
33081,1,1,0,1,0,0,1,1,0.0
33166,3,3,0,3,0,0,1,1,2.2967999999999997
33171,1,1,0,1,0,0,1,1,0.0
33229,1,1,0,1,0,0,1,1,0.0
33354,1,1,0,1,0,0,1,1,0.0
33544,1,1,0,1,0,0,1,1,0.0
33613,3,2,0,3,0,0,1,1,0.2446833333333333
33674,5,5,0,5,0,0,1,1,40.037016666666666
33735,1,1,0,1,0,0,1,1,0.0
33746,1,1,0,1,0,0,1,1,0.0
33828,3,2,0,3,0,0,1,1,1.0495666666666665
33900,1,1,0,1,0,0,1,1,0.0
33952,3,2,0,3,0,0,1,1,2.025116666666667
34333,1,1,0,1,0,0,1,1,0.0
34410,1,1,0,1,0,0,1,1,0.0
34440,1,1,0,1,0,0,1,1,0.0
34604,1,1,0,1,0,0,1,1,0.0
34648,3,1,1,1,1,1,1,1,4.1027000000000005
34671,1,1,0,1,0,0,1,1,0.0
34690,2,2,0,2,0,0,1,1,0.36651666666666666
34949,2,1,0,2,0,0,1,1,7.13425
34950,1,1,0,1,0,0,1,1,0.0
34974,1,1,0,1,0,0,1,1,0.0
34976,1,1,0,1,0,0,1,1,0.0
34992,3,2,0,3,0,0,1,1,0.30698333333333333
34996,1,1,0,1,0,0,1,1,0.0
35146,1,1,0,1,0,0,1,1,0.0
35172,1,1,0,1,0,0,1,1,0.0
35190,36,33,0,36,0,0,1,4,205.1081333333333
35235,1,1,0,1,0,0,1,1,0.0
35368,1,1,0,1,0,0,1,1,0.0
35370,2,2,0,2,0,0,1,1,0.46504999999999996
35379,1,1,0,1,0,0,1,1,0.0
35384,2,1,0,2,0,0,2,2,445.17
35497,2,2,0,2,0,0,1,1,0.9596833333333333
35585,1,1,0,1,0,0,1,1,0.0
35607,1,1,0,1,0,0,1,1,0.0
35657,1,1,0,1,0,0,1,1,0.0
35692,1,1,0,1,0,0,1,1,0.0
35712,1,1,0,1,0,0,1,1,0.0
35799,1,1,0,1,0,0,1,1,0.0
35847,1,1,0,1,0,0,1,1,0.0
35850,2,2,0,2,0,0,1,1,0.4361166666666667
35856,1,1,0,1,0,0,1,1,0.0
35890,1,1,0,1,0,0,1,1,0.0
35959,2,1,0,2,0,0,1,2,14.276566666666668
36039,1,1,0,1,0,0,1,1,0.0
36187,1,1,0,1,0,0,1,1,0.0
36273,5,1,0,5,0,0,2,3,304.50971666666663
36330,1,1,0,1,0,0,1,1,0.0
36356,1,1,0,1,0,0,1,1,0.0
36365,1,1,0,1,0,0,1,1,0.0
36464,1,1,0,1,0,0,1,1,0.0
36471,1,1,0,1,0,0,1,1,0.0
36500,1,1,0,1,0,0,1,1,0.0
36619,1,1,0,1,0,0,1,1,0.0
36633,1,1,0,1,0,0,1,1,0.0
36642,1,1,0,1,0,0,1,1,0.0
36694,6,3,0,4,2,0,1,1,2.4704166666666665
36716,9,7,0,9,0,0,1,1,6.825933333333333
36839,1,1,0,1,0,0,1,1,0.0
36971,2,1,0,2,0,0,1,2,5.7824333333333335
37035,1,1,0,1,0,0,1,1,0.0
37093,5,3,0,5,0,0,2,2,1231.0707166666666
37109,1,1,0,1,0,0,1,1,0.0
37178,1,1,0,1,0,0,1,1,0.0
37282,1,1,0,1,0,0,1,1,0.0
37382,1,1,0,1,0,0,1,1,0.0
37389,1,1,0,1,0,0,1,1,0.0
37422,1,1,0,1,0,0,1,1,0.0
37705,1,1,0,1,0,0,1,1,0.0
37743,1,1,0,1,0,0,1,1,0.0
37793,1,1,0,1,0,0,1,1,0.0
37840,2,1,0,2,0,0,1,1,1.011
37847,1,1,0,1,0,0,1,1,0.0
37860,1,1,0,1,0,0,1,1,0.0
37936,1,1,0,1,0,0,1,1,0.0
37998,1,1,0,1,0,0,1,1,0.0
38015,35,26,0,35,0,0,3,8,1878.8026166666668
38053,1,1,0,1,0,0,1,1,0.0
38634,1,1,0,1,0,0,1,1,0.0
38692,1,1,0,1,0,0,1,1,0.0
38799,3,2,0,3,0,0,1,2,10.4842
38846,2,2,0,2,0,0,1,1,1.5371333333333332
38942,1,1,0,1,0,0,1,1,0.0
38978,2,1,0,2,0,0,1,1,0.15826666666666667
39027,9,5,0,8,1,0,1,2,49.21938333333333
39064,1,1,0,1,0,0,1,1,0.0
39210,1,1,0,1,0,0,1,1,0.0
39258,1,1,0,1,0,0,1,1,0.0
39311,1,1,0,1,0,0,1,1,0.0
39442,1,1,0,1,0,0,1,1,0.0
39585,1,1,0,1,0,0,1,1,0.0
39626,1,1,0,1,0,0,1,1,0.0
39651,1,1,0,1,0,0,1,1,0.0
39678,1,1,0,1,0,0,1,1,0.0
39688,1,1,0,1,0,0,1,1,0.0
39703,1,1,0,1,0,0,1,1,0.0
39743,1,1,0,1,0,0,1,1,0.0
39746,1,1,0,1,0,0,1,1,0.0
39887,1,1,0,1,0,0,1,1,0.0
39926,1,1,0,1,0,0,1,1,0.0
40032,1,1,0,1,0,0,1,1,0.0
40052,2,2,0,2,0,0,1,1,0.07155
40175,1,1,0,1,0,0,1,1,0.0
40328,1,1,0,1,0,0,1,1,0.0
40592,1,1,0,1,0,0,1,1,0.0
40633,1,1,0,1,0,0,1,1,0.0
40711,1,1,0,1,0,0,1,1,0.0
40832,1,1,0,1,0,0,1,1,0.0
40851,1,1,0,1,0,0,1,1,0.0
40946,5,4,0,5,0,0,2,2,518.6234666666667
41076,1,1,0,1,0,0,1,1,0.0
41172,1,1,0,1,0,0,1,1,0.0
41269,1,1,0,1,0,0,1,1,0.0
41376,2,2,0,2,0,0,1,1,32.52745
41419,4,4,0,4,0,0,1,1,16.568216666666665
41502,2,2,0,2,0,0,1,1,15.1286
41516,1,1,0,1,0,0,1,1,0.0
41623,14,13,0,14,0,0,2,6,970.8278666666666
41733,1,1,0,1,0,0,1,1,0.0
42005,2,1,0,2,0,0,1,1,6.984133333333333
42098,1,1,0,1,0,0,1,1,0.0
42219,1,1,0,1,0,0,1,1,0.0
42324,1,1,0,1,0,0,1,1,0.0
42370,8,4,0,8,0,0,1,3,948.45415
42561,7,4,0,7,0,0,1,1,4.6015
42573,1,1,0,1,0,0,1,1,0.0
42752,1,1,0,1,0,0,1,1,0.0
42951,1,1,0,1,0,0,1,1,0.0
42952,1,1,0,1,0,0,1,1,0.0
42978,1,1,0,1,0,0,1,1,0.0
43044,1,1,0,1,0,0,1,1,0.0
43128,1,1,0,1,0,0,1,1,0.0
43233,1,1,0,1,0,0,1,1,0.0
43245,5,1,0,5,0,0,2,4,1245.3835833333333
43266,1,1,0,1,0,0,1,1,0.0
43303,1,1,0,1,0,0,1,1,0.0
43402,1,1,0,1,0,0,1,1,0.0
43488,1,1,0,1,0,0,1,1,0.0
43500,1,1,0,1,0,0,1,1,0.0
43555,1,1,0,1,0,0,1,1,0.0
43571,6,5,0,6,0,0,1,1,16.755716666666665
43769,1,1,0,1,0,0,1,1,0.0
43834,2,2,0,2,0,0,2,2,659.8595
43871,12,6,0,12,0,0,1,1,2.98915
43934,1,1,0,1,0,0,1,1,0.0
43939,1,1,0,1,0,0,1,1,0.0
43987,1,1,0,1,0,0,1,1,0.0
44018,1,1,0,1,0,0,1,1,0.0
44118,1,1,0,1,0,0,1,1,0.0
44167,1,1,0,1,0,0,1,1,0.0
